index,CID,Molecule (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
551,4830,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.5944,102.9879,160.24201,66.64,375.488,375.232205,5,2,7,1,4,1,6,27,57,3,1,2,2,0,2,2,1,0,0,0.619048,15.960921,10.072679,7.818807,6.147645,4.430298,10.072679,7.818807,6.147645,4.430298,-1.79,19.957463,8.93287,4.737088,5.733667,59.752951,4.794537,5.817221,55.30374,24.265468,0,0,0,4.390415,0,0,13.979489,0,9.799819,5.733667,50.484677,32.723782,35.646141,0,0,11.690425,10.633577,14.488984,4.390415,0,0,6.420822,76.003846,25.073786,0,11.356146,5.783245,5.90718,0,0,21,1,0,0,0,0,0,1,2,2,0,27,9,2,0,15,3,0,7,7,5,2,1,0,0,4,3,2,0,13,4,1,0,0,0,3,0,0,0,0,0,0
552,4748,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.9427,113.6058,170.261425,29.95,403.979,403.148511,4,1,6,1,5,0,6,27,53,4,2,1,2,0,1,2,2,0,0,0.428571,17.052906,10.834111,8.614126,6.690313,5.116168,9.63965,7.093913,5.324948,3.873718,-1.24,19.092789,8.842005,4.437891,4.89991,67.326524,0,0,6.420822,52.255536,5.022633,0,0,11.374773,0,23.362825,5.106527,0,9.799819,0,16.211789,57.320087,47.487203,0,0,34.737597,14.906347,4.89991,0,0,0,35.495559,43.297413,54.082139,17.981655,0,0,0,0,0,21,0,1,0,0,1,0,0,3,1,0,27,8,0,0,16,6,0,6,5,4,1,1,0,0,2,5,0,0,12,8,0,0,0,0,4,0,0,0,0,4,2
553,4744,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,3.9268,102.567,148.798983,9.72,339.508,339.176919,3,0,4,0,4,0,4,24,49,4,2,1,2,0,1,2,2,0,0,0.4,15.134935,9.671239,7.771396,6.114246,4.641709,8.854743,6.68762,4.983977,3.545961,-1.49,16.004253,7.175801,3.317551,4.89991,56.11603,0,0,6.420822,58.321903,0,0,0,11.374773,0,11.761885,0,0,9.799819,0,16.211789,51.21612,48.530937,0,0,23.136657,14.699729,0,0,0,0,36.027353,44.278718,42.514749,11.374773,0,0,0,0,0,20,0,0,0,0,1,0,0,3,0,0,24,5,0,0,16,6,0,4,3,3,0,0,0,0,1,3,0,0,13,7,0,0,0,0,4,0,0,0,0,4,2
554,4631,C=CCOc1ccccc1OCC(O)CNC(C)C,1.9891,76.7745,114.597466,50.72,265.353,265.167794,4,2,9,2,4,0,4,19,42,1,1,0,0,0,0,0,1,0,0,0.466667,11.633589,6.50107,4.574191,2.398795,1.453997,6.50107,4.574191,2.398795,1.453997,-1.52,15.537208,8.559149,6.267555,14.790515,37.010855,0,0,13.847474,36.920424,0,0,0,0,11.499024,0,14.580253,0,5.316789,0,25.993282,19.75852,36.920424,0,11.499024,0,19.897042,0,0,0,0,38.635164,12.132734,12.586597,0,19.31773,11.499024,0,0,0,15,0,0,0,0,0,0,1,0,3,0,19,12,1,0,3,3,0,9,7,4,2,2,0,0,4,7,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0
555,4616,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.4479,78.1695,120.281699,61.69,286.718,286.050905,4,2,1,2,3,1,5,20,31,3,2,0,1,0,0,1,2,0,0,0.066667,11.132721,6.448468,4.832993,3.26282,2.26729,6.070504,4.396557,3.027723,2.095187,-2.17,12.843227,5.074072,2.309024,5.316789,22.953293,4.794537,0,11.126903,53.523341,5.022633,0,0,5.687386,0,11.60094,9.901065,0,0,4.992405,6.227901,5.316789,64.680473,0,0,28.907191,10.423316,4.794537,4.992405,0,0,41.932775,18.199101,16.149536,11.399071,0,0,6.227901,5.90718,0,15,0,1,0,0,0,0,0,2,2,0,20,3,1,0,11,7,0,1,6,4,2,2,0,0,3,0,0,0,10,7,0,0,0,0,2,1,0,0,0,2,1
556,4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,3.12852,86.0245,128.938359,39.82,293.37,293.152812,4,0,2,0,4,0,4,22,41,4,3,0,1,2,0,0,1,0,1,0.333333,12.912661,7.747799,6.124526,4.915715,3.668199,7.747799,6.124526,4.915715,3.668199,-2.36,13.313139,4.833785,1.831609,0,19.901423,20.01325,12.841643,28.297143,36.659155,0,10.902925,0,0,0,0,4.794537,0,14.118178,12.965578,26.310137,0,53.740939,0,0,16.68617,9.134199,4.794537,4.983979,0,0,18.199101,25.831748,54.064326,0,5.824404,5.783245,0,0,0,18,0,0,0,0,0,0,0,3,1,0,22,4,1,0,13,7,0,2,5,4,0,0,0,0,3,1,0,0,9,9,0,0,0,2,2,0,0,0,0,4,2
557,4585,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,1.74642,92.0397,133.947042,30.87,312.442,312.140868,4,1,1,1,5,0,5,22,42,4,2,1,2,1,1,2,1,0,0,0.352941,13.781564,8.51239,7.203534,5.233788,3.906519,7.695894,5.968761,4.289412,3.015215,-1.85,13.788297,5.409294,2.401273,15.206365,43.026517,0,6.923737,4.877147,35.32424,0,5.820974,0,11.374773,0,11.336786,0,0,9.799819,4.992405,6.923737,38.543486,45.098559,0,0,28.532533,15.116608,0,4.992405,0,11.336786,12.132734,32.17051,31.056173,16.593423,10.4919,0,0,0,0,17,0,0,0,0,1,0,0,4,0,0,22,3,0,0,15,7,0,1,4,4,1,1,0,0,2,0,0,0,12,8,0,0,0,1,2,1,0,0,0,4,2
558,4543,CNCCC=C1c2ccccc2CCc2ccccc21,3.8264,85.9147,120.89752,12.03,263.384,263.1674,1,1,3,1,1,0,1,20,41,3,2,0,1,0,0,0,2,0,1,0.263158,12.02458,7.412284,5.324322,4.021546,2.99731,7.412284,5.324322,4.021546,2.99731,-1.86,13.138325,6.061752,2.543278,5.316789,13.592428,12.841643,0,28.674628,54.606957,0,5.573105,0,0,0,0,0,0,5.316789,0,19.262465,13.592428,76.860763,0,0,5.573105,5.316789,0,0,0,0,54.606957,60.681804,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,20,4,1,0,11,6,0,3,1,1,1,1,0,0,1,4,0,0,10,5,0,0,0,0,2,1,0,0,0,4,2
559,4506,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.3843,78.6741,119.837175,84.6,281.271,281.080041,6,1,2,1,4,1,6,21,32,3,2,0,1,0,0,1,2,0,0,0.066667,10.945081,6.334985,4.566033,3.171183,2.219298,6.334985,4.566033,3.171183,2.219298,-3.02,12.985961,5.162909,2.507712,5.316789,23.086932,4.794537,10.114318,11.126903,53.523341,0,0,0,11.374773,0,0,9.717848,0,0,4.992405,0,11.861545,69.772158,0,0,22.993637,5.316789,19.90126,0,0,0,30.331835,6.066367,23.259637,16.322382,6.544756,0,5.90718,5.687386,0,15,0,0,0,0,0,0,1,2,3,0,21,3,2,0,11,7,0,2,10,6,1,1,1,1,3,0,1,0,11,6,0,0,0,0,2,1,0,0,0,2,1
560,4496,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.4086,83.4544,126.412089,75.81,295.298,295.095691,6,0,2,0,4,1,6,22,35,3,2,0,1,0,0,1,2,0,0,0.125,11.892295,6.729412,4.942177,3.601189,2.434826,6.729412,4.942177,3.601189,2.434826,-3.02,13.940059,5.401349,2.347245,4.89991,30.134604,4.794537,10.114318,11.126903,53.523341,0,0,0,11.374773,0,0,9.717848,0,0,4.992405,0,18.492338,69.772158,0,0,22.993637,4.89991,19.90126,0,0,0,30.331835,6.066367,30.307309,16.322382,6.544756,0,5.90718,5.687386,0,16,0,0,0,0,0,0,1,2,3,0,22,4,2,0,11,7,0,2,10,6,0,0,1,1,4,0,1,0,10,7,0,0,0,0,2,1,0,0,0,2,1
561,4472,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1.0225,82.6116,128.475623,83.12,298.346,298.142976,6,3,7,3,4,2,6,22,40,2,2,0,0,1,0,0,1,0,0,0.1875,12.081183,6.99356,4.629118,2.953997,1.779164,6.99356,4.629118,2.953997,1.779164,-2.73,15.654937,8.533216,5.336076,16.168371,23.343094,11.339294,0,22.342262,54.858257,0,0,0,0,0,0,9.589074,0,21.15235,0,12.965578,6.544756,65.98516,0,0,11.814359,5.316789,19.998844,5.425791,0,0,30.331835,17.696186,37.467473,0,0,0,5.90718,5.90718,0,16,0,0,0,0,0,0,3,1,2,0,22,9,2,0,6,6,0,7,8,6,3,3,0,0,2,6,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0
562,4452,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,3.7831,109.7359,165.205037,53.6,387.911,387.171355,5,2,6,2,4,1,6,27,53,3,2,1,1,0,1,1,2,0,0,0.380952,16.715076,9.550642,7.254846,5.546416,3.833565,9.172678,6.847646,5.233707,3.575411,-2.24,19.519617,8.632309,4.366375,15.37044,43.592997,6.544756,0,29.265999,42.464569,5.022633,0,0,5.687386,5.749512,11.60094,9.5314,0,10.216698,0,31.972997,26.019015,58.614106,0,5.749512,23.195506,15.37044,9.694447,0,0,0,41.932775,24.974377,38.287234,23.383269,5.749512,0,0,5.90718,0,21,0,1,0,0,0,0,2,1,2,0,27,11,1,0,11,6,0,6,7,5,2,2,0,0,5,4,1,0,9,8,0,0,0,1,2,0,0,0,0,0,0
563,4449,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,3.5519,132.524,199.688977,55.53,470.017,469.224453,7,0,10,0,7,0,8,33,65,4,3,1,1,1,1,1,2,0,0,0.44,19.953678,12.088209,8.687199,6.267475,4.420367,11.710245,8.250763,6.032378,4.235839,-2.77,23.390262,11.386687,6.177897,15.326516,58.578158,19.510334,0,19.168963,59.391841,5.022633,0,0,5.687386,5.749512,11.60094,4.736863,0,19.247494,0,32.854893,44.230574,75.928622,0,5.749512,17.288326,9.636773,9.467009,9.47634,5.098682,0,42.790145,36.752657,56.39938,6.544756,18.180798,0,0,0,5.689743,25,0,1,0,0,0,0,0,5,2,0,33,12,1,0,15,8,0,10,9,7,0,0,0,0,3,7,0,0,14,9,0,0,0,1,3,0,0,0,0,0,0
564,4380,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,3.3273,72.904,112.465135,12.47,272.175,271.053069,2,0,6,0,2,0,4,17,32,1,1,0,0,0,0,0,1,0,0,0.384615,11.261077,6.086624,4.562302,2.727335,1.8068,5.330695,3.718666,2.196868,1.343752,-0.88,14.182035,7.446724,5.319235,4.736863,31.643976,0,12.343784,6.420822,18.199101,10.045267,0,0,0,5.749512,23.20188,4.736863,0,4.89991,0,6.420822,26.744067,28.244368,0,18.093296,23.20188,4.736863,4.89991,0,0,6.42335,29.122314,31.667595,11.56739,18.174272,5.749512,0,0,0,0,13,0,2,0,0,0,0,1,0,1,0,17,10,0,1,3,3,0,6,3,2,0,0,0,0,4,6,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0
565,4235,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1.402,71.0442,111.868196,41.57,268.744,268.097855,4,1,4,1,3,1,5,18,35,2,1,1,1,0,1,1,1,0,0,0.461538,10.949645,6.472025,4.653243,3.17568,1.981631,6.094061,4.216807,2.923704,1.855643,-1.1,13.334443,6.731296,3.978426,5.316789,50.199879,4.736863,0,10.357989,24.265468,5.022633,0,0,0,0,11.60094,9.5314,0,10.216698,0,0,39.39279,34.851553,0,0,17.50812,10.053652,9.694447,0,0,0,11.60094,24.265468,36.76511,13.213764,0,0,0,5.90718,0,13,0,1,0,0,0,0,1,1,1,1,18,6,1,0,9,3,0,4,6,4,1,1,0,0,2,3,1,0,9,3,0,0,0,0,2,0,0,0,0,0,0
566,4205,CN1CCN2c3ncccc3Cc3ccccc3C2C1,2.4789,81.069,119.405803,19.37,265.36,265.157898,3,0,0,0,3,0,3,20,39,4,2,1,2,1,1,2,1,0,0,0.352941,11.78887,7.296231,5.833158,4.518013,3.491414,7.296231,5.833158,4.518013,3.491414,-1.87,11.915535,4.599047,1.812932,4.89991,36.565829,6.420822,0,22.732195,42.595046,0,0,0,5.817863,0,0,0,0,9.883888,0,12.462662,31.581851,59.2854,0,0,5.817863,9.799819,0,4.983979,0,0,30.331835,29.804394,32.251934,6.041841,5.817863,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,20,1,0,0,16,6,0,0,3,3,0,0,0,0,1,0,0,0,12,7,0,0,0,0,3,1,0,0,0,6,3
567,4199,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,2.19612,87.9537,130.868252,50.28,298.39,298.179361,5,1,5,1,5,0,5,22,44,3,2,1,1,1,1,1,1,0,0,0.411765,12.956631,7.764834,5.508013,3.878218,2.566984,7.764834,5.508013,3.878218,2.566984,-1.98,14.936556,7.333736,3.808913,5.316789,54.490063,4.736863,6.923737,5.563451,36.398202,0,11.257379,0,5.817863,0,0,4.736863,0,15.097273,0,6.923737,44.709578,41.961654,0,11.257379,5.817863,10.053652,4.89991,0,0,10.197364,30.331835,18.553556,31.742477,18.907692,0,5.817863,0,0,0,17,0,0,0,0,0,0,1,3,0,1,22,6,0,0,12,6,0,5,6,5,1,1,0,0,1,3,0,0,13,5,0,0,0,0,3,0,0,0,0,0,0
568,4192,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,4.32422,89.054,137.637491,30.18,325.774,325.078203,3,0,1,0,3,0,5,23,36,4,3,0,1,1,0,1,2,0,0,0.111111,13.179408,7.656002,5.874748,4.229093,3.125559,7.278038,5.438312,3.993996,2.953456,-2.46,14.152613,5.31752,2.263054,0,15.262763,6.544756,12.740958,22.645235,53.653818,5.022633,5.687386,0,4.390415,0,11.60094,4.390415,0,9.551078,4.992405,13.468494,0,82.146503,0,5.687386,17.312625,0,9.559504,9.374394,0,0,23.733674,37.255573,16.149536,29.834599,11.641625,0,0,0,0,18,1,1,0,0,0,0,0,3,0,0,23,4,0,0,13,9,0,1,3,3,0,0,0,0,3,0,0,0,11,9,0,0,0,1,2,1,0,0,0,4,2
569,4184,CN1CCN2c3ccccc3Cc3ccccc3C2C1,3.0839,83.274,120.186155,6.48,264.372,264.162649,2,0,0,0,2,0,2,20,40,4,2,1,2,0,1,2,2,0,0,0.333333,11.919007,7.436433,5.975738,4.679498,3.639887,7.436433,5.975738,4.679498,3.639887,-1.8,11.979993,4.63713,1.831999,4.89991,31.581851,6.420822,0,22.732195,48.530937,0,0,0,5.687386,0,0,0,0,4.89991,0,12.462662,31.581851,65.221291,0,0,5.687386,9.799819,0,0,0,0,42.464569,36.225215,25.321655,6.041841,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,20,1,0,0,16,6,0,0,2,2,0,0,0,0,1,0,0,0,12,7,0,0,0,0,3,1,0,0,0,6,3
570,4106,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,4.4043,104.303,153.162259,6.48,356.56,356.138091,2,0,2,0,4,0,4,24,48,4,2,1,2,0,1,2,2,0,0,0.4,15.998253,10.648047,8.636138,7.095602,5.238856,8.606805,6.672708,5.160381,3.675015,-0.94,16.52424,7.123795,3.250563,0,49.282286,6.420822,0,17.168744,57.15102,0,0,0,0,0,23.52377,0,0,9.799819,0,27.149113,39.482467,53.591472,0,0,23.52377,4.89991,4.89991,0,0,11.761885,29.960986,55.116634,46.907317,0,0,0,0,0,0,20,0,0,0,0,2,0,0,2,0,0,24,4,0,0,17,6,0,2,2,2,0,0,0,0,2,1,0,0,13,8,0,0,0,0,3,1,0,0,0,4,2
571,4078,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,4.9011,111.2314,162.778346,23.55,386.586,386.148655,3,0,4,0,4,0,5,26,52,4,2,1,2,0,1,2,2,0,0,0.428571,17.113608,11.728825,9.687398,7.584594,5.629178,9.35425,7.223968,5.536537,4.015797,-1.3,18.081485,7.748525,3.572487,4.89991,41.543603,10.799569,0,25.683286,57.15102,0,0,0,11.374773,0,11.761885,4.208898,0,4.89991,0,46.411578,31.292864,42.464569,0,0,33.936227,9.799819,4.208898,0,0,0,30.315441,63.186729,44.328386,11.374773,0,0,0,0,0,21,0,0,0,0,2,0,0,2,1,0,26,6,1,0,16,6,0,4,4,3,0,0,0,0,3,2,1,0,12,8,0,0,0,0,4,0,0,0,0,4,2
572,4076,COc1cc(CCN)cc(OC)c1OC,1.2136,58.8564,89.93664,53.71,211.261,211.120843,4,2,5,1,4,0,4,15,32,1,1,0,0,0,0,0,1,0,0,0.454545,9.371009,4.75362,3.072263,2.157527,1.446392,4.75362,3.072263,2.157527,1.446392,-1.42,11.653638,5.458333,2.532587,19.944256,27.874149,6.420822,0,5.563451,12.132734,0,0,0,0,17.248535,0,14.210589,0,0,5.733667,6.420822,27.874149,17.696186,0,17.248535,0,19.944256,0,0,0,0,0,30.661764,0,21.329393,0,11.499024,5.749512,0,0,11,0,0,0,0,0,0,1,0,3,0,15,9,0,0,3,3,0,5,7,4,2,1,0,0,4,5,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0
573,4064,CCCC(C)(COC(N)=O)COC(N)=O,0.9834,54.0858,88.888704,104.64,218.253,218.126657,6,4,6,2,4,2,6,15,33,0,0,0,0,0,0,0,0,0,0,0.777778,9.116121,4.738964,3.776082,1.979332,1.280278,4.738964,3.776082,1.979332,1.280278,-1.46,13.54,6.104332,6.589462,11.467335,25.400244,9.473726,5.41499,26.689118,0,0,0,0,9.589074,0,0,19.0628,0,0,16.882325,26.689118,13.213764,0,0,0,12.18648,20.941061,0,9.589074,0,0,20.268296,6.420822,5.41499,0,13.213764,0,0,0,12.18648,9,0,0,0,0,0,0,2,0,4,0,15,12,2,0,0,0,0,6,10,6,4,2,0,0,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574,4041,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,3.6272,81.67,117.900857,15.6,270.763,270.092376,2,0,1,0,2,0,3,19,34,3,2,0,1,0,0,1,2,0,0,0.1875,11.561336,6.742547,5.115815,3.612618,2.563139,6.364582,4.679379,3.377521,2.391036,-1.8,12.244922,5.058997,2.36051,4.89991,25.84887,0,0,11.126903,53.523341,5.022633,0,0,5.687386,0,11.60094,0,0,0,4.992405,0,25.037095,64.680473,0,0,23.000011,4.89991,4.992405,0,0,0,41.932775,18.199101,35.429351,12.256441,0,0,0,0,0,16,0,1,0,0,0,0,0,2,0,0,19,3,0,0,11,7,0,1,2,2,0,0,0,0,2,0,0,0,11,6,0,0,0,0,2,1,0,0,0,2,1
575,4011,CNCCCC12CCC(c3ccccc31)c1ccccc12,4.2114,87.9017,126.946234,12.03,277.411,277.18305,1,1,4,1,1,0,1,21,44,5,2,0,3,0,0,0,2,0,3,0.4,12.731686,8.200959,6.554975,5.59367,4.718336,8.200959,6.554975,5.59367,4.718336,-1.6,13.090051,4.993711,1.802366,5.316789,13.592428,5.41499,0,53.854999,48.530937,0,0,0,0,0,0,0,0,5.316789,0,37.016183,13.592428,70.784743,0,0,0,5.316789,0,0,0,0,48.530937,61.529521,11.332897,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,21,5,0,0,13,6,0,4,1,1,1,1,0,0,1,4,0,0,10,5,1,0,0,0,5,0,0,0,0,8,9
576,3964,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3.7714,93.235,140.498289,28.07,327.815,327.11384,4,0,0,0,4,0,5,23,41,4,2,1,2,0,1,2,2,0,0,0.277778,13.753662,8.173524,6.372438,4.531946,3.125975,7.79556,5.936002,4.296849,2.953872,-2.04,14.545837,5.87076,2.799077,4.736863,48.862137,0,0,5.563451,47.456974,5.022633,0,0,5.687386,11.499024,11.60094,4.736863,0,9.799819,4.992405,0,33.226698,53.050654,0,11.499024,23.123946,14.536682,0,4.992405,0,0,23.733674,37.379507,31.201659,5.563451,17.272518,5.749512,0,0,0,18,0,1,0,0,0,0,0,3,0,1,23,3,0,0,16,7,0,0,5,4,0,0,0,0,2,0,0,0,13,8,0,0,0,0,3,1,0,0,0,4,2
577,3958,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,3.1013,83.1795,130.584965,61.69,321.163,320.011933,4,2,1,2,3,1,6,21,31,3,2,0,1,0,0,1,2,0,0,0.066667,12.189264,6.932081,5.354014,3.67416,2.534348,6.176152,4.510378,3.109475,2.137008,-1.88,14.073964,5.483862,2.654065,5.316789,22.953293,4.794537,0,11.126903,47.456974,10.045267,0,0,5.687386,0,23.20188,9.901065,0,0,4.992405,6.227901,5.316789,63.636739,0,0,40.508131,10.423316,4.794537,4.992405,0,0,41.400981,24.265468,21.17217,11.399071,0,0,6.227901,5.90718,0,15,0,2,0,0,0,0,0,2,2,0,21,4,1,0,11,7,0,1,6,4,2,2,0,0,4,0,0,0,9,8,0,0,0,0,2,1,0,0,0,2,1
578,3947,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,5.7815,125.1945,183.443753,23.55,418.968,418.181191,3,0,7,0,3,0,4,30,57,4,3,0,1,0,0,1,3,0,0,0.269231,18.107413,10.900909,8.366904,5.981752,4.287124,10.522945,7.930468,5.729776,4.161136,-2.62,20.644648,9.46098,4.745794,4.89991,37.365096,12.841643,0,27.905713,72.796405,5.022633,0,0,11.374773,0,11.60094,4.794537,0,4.89991,0,19.262465,31.581851,94.509393,0,0,28.758957,4.89991,9.694447,0,0,0,47.999142,73.835242,35.05037,6.544756,0,5.783245,0,0,0,26,0,1,0,0,0,0,1,1,1,0,30,9,1,0,14,9,0,7,4,3,0,0,0,0,3,4,2,0,14,7,0,0,0,0,3,1,0,0,0,4,2
579,3916,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,4.4956,98.283,142.793584,15.71,328.481,328.160934,3,0,5,0,4,0,4,23,47,3,2,0,1,0,0,1,2,0,0,0.368421,15.060436,8.770445,7.465239,5.134206,4.201647,7.953948,6.381462,4.003937,3.12554,-1.65,16.216344,6.850696,3.483769,9.636773,39.194564,0,5.917906,6.923737,52.255536,0,0,0,11.374773,5.749512,11.761885,4.736863,0,4.89991,5.917906,16.714704,39.194564,42.464569,0,5.749512,23.136657,14.536682,0,0,0,0,30.818356,44.278718,28.946847,18.48457,5.749512,0,0,0,0,19,0,0,0,0,1,0,1,1,1,0,23,9,0,0,10,6,0,5,4,3,0,0,0,0,4,3,2,0,8,6,0,0,0,0,3,0,0,0,0,4,2
580,3759,Cc1cc(C(=O)NNCc2ccccc2)no1,1.41762,61.9879,98.78004,67.16,231.255,231.100777,5,2,4,2,4,1,5,17,30,2,2,0,0,1,0,0,1,0,0,0.166667,9.434919,5.25957,3.616079,2.197861,1.359843,5.25957,3.616079,2.197861,1.359843,-2.14,11.348512,5.267646,3.154499,10.851583,11.063843,6.544756,6.923737,21.812164,40.921297,0,0,0,0,0,0,9.317632,0,16.008246,0,13.468494,0,53.415829,0,0,5.90718,4.523095,10.220329,5.425791,0,0,35.488499,12.487189,12.611123,0,5.760247,5.693928,0,5.90718,0,12,0,0,0,0,0,0,2,1,1,1,17,6,1,0,6,5,0,4,7,5,2,2,0,0,2,3,1,0,8,3,0,0,0,1,1,0,0,0,0,0,0
581,3748,CC(C)NNC(=O)c1ccncc1,0.7244,49.9749,77.342202,54.02,179.223,179.105862,4,2,3,2,3,1,4,13,26,1,1,0,0,1,0,0,0,0,0,0.333333,7.742213,4.157915,2.989051,1.416884,0.785342,4.157915,2.989051,1.416884,0.785342,-1.42,9.666356,4.567743,3.208672,10.851583,16.932999,0,0,24.205463,24.526421,0,0,0,0,0,0,4.794537,0,15.835561,0,19.889315,0,30.089873,0,0,5.90718,0,15.204307,5.425791,0,0,0,25.980209,23.998979,0,0,0,0,5.90718,0,9,0,0,0,0,0,0,2,1,1,0,13,6,1,0,3,3,0,3,5,4,2,2,0,0,3,2,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0
582,3704,C1=Cc2cccc(OCC3CNCCO3)c2C1,1.6231,67.2847,101.426627,30.49,231.295,231.125929,3,1,3,1,3,0,3,17,34,3,1,1,2,0,1,1,1,0,1,0.428571,9.816132,6.168607,4.43835,3.217789,2.305683,6.168607,4.43835,3.217789,2.305683,-1.32,10.810198,4.899309,2.351767,10.053652,32.407243,11.157685,0,11.126903,24.275121,0,6.07602,0,0,5.749512,0,9.473726,0,5.316789,0,12.524788,26.303277,35.402024,0,5.749512,6.07602,14.790515,0,0,0,0,24.284774,18.05064,18.652964,6.606882,18.46036,0,0,0,0,14,0,0,0,0,0,0,0,1,1,1,17,3,0,0,12,4,0,3,5,3,1,1,0,0,0,2,0,0,11,4,0,0,0,1,2,0,0,0,0,2,1
583,3696,CN(C)CCCN1c2ccccc2CCc2ccccc21,3.875,90.469,127.556928,6.48,280.415,280.193949,2,0,4,0,2,0,2,21,45,3,2,0,1,0,0,1,2,0,0,0.368421,13.048763,7.835904,6.065892,4.215548,3.156169,7.835904,6.065892,4.215548,3.156169,-1.8,14.150516,6.314843,3.108345,4.89991,32.084767,12.841643,0,17.547725,48.530937,0,0,0,11.374773,0,0,0,0,4.89991,0,19.262465,32.084767,59.65784,0,0,11.374773,9.799819,0,0,0,0,36.398202,63.162202,17.919529,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,0,0,21,6,0,0,11,6,0,4,2,2,0,0,0,0,2,3,1,0,10,5,0,0,0,0,2,1,0,0,0,4,2
